Chisinau ,Canberra (Use Sydney),plane,32.5,1169,,,,,,,
Chisinau ,Kiev,bus,10,22.19,,,,,,,
Chisinau ,Kiev,train,14.5,58.75,,,,,,,
Chisinau ,Lima,plane,59.5,2075,,,,,,,
Chisinau ,London,plane,9,228,,,,,,,
Chisinau ,Pretoria (Use Johannesburg),plane,33.5,780,,,,,,,
Chisinau ,Singapore,plane,19.5,569,,,,,,,
Chisinau ,Washington DC,plane,22,696,,,,,,,
Conakry,Libreville,plane,33,934,,,,,,,
Conakry,London,plane,9,849,,,,,,,
Conakry,Monrovia,plane,19.5,627,,,,,,,
Conakry,Washington DC,plane,72,1900,,,,,,,
Conakry,Yamoussoukro,bus,48,35,,,,,,,
Copenhagen,Berlin,train,6.47,221,,,,,,,
Copenhagen,Reykjavik,plane,3.17,467,,,,,,,
Copenhagen,Stockholm,train,5.183,236,,,,,,,
Copenhagen,Torshavn,boat,11,205,,,,,,,
Copenhagen,Washington DC,plane,13.28,948.22,,,,,,,
Dakar,Bamako,train,9,972.4,,,,,,,
Dakar,Banjul,plane,0.75,310,,,,,,,
Damascus,Amman,bus,5,11,,,,,,,
Dhaka,New Delhi,plane,6,248,,,,,,,
Dhaka,Thimphu,plane,2,250,,,,,,,
Dhaka,Yangon,plane,5,769,,,,,,,
Dili,Canberra (Use Sydney),plane,11.5,2170,,,,,,,
Dili,Jakarta,bus,13,18,,,,,,,
Dili,Lima,plane,38.75,6811,,,,,,,
Dili,London,plane,50,2741,,,,,,,
Dili,Pretoria (Use Johannesburg),plane,43,4500,,,,,,,
Dili,Singapore,plane,4,930,,,,,,,
Dili,Washington DC,plane,35.67,7875,,,,,,,
Djibouti,Addis Ababa,plane,1.87,230.5,,,,,,,
Djibouti,Addis Ababa,plane,1.25,536,,,,,,,
Djibouti,Asmara,plane,29,629,,,,,,,
Djibouti,Mogadishu,plane,18.5,536,,,,,,,
Dodoma,Lilongwe,plane,12,453,,,,,,,
